,Unnamed: 0,index,start,end,transcription,source,lang,full_path_infile,full_path_outfile,log_file_name,recognized
2590,2590,2590,35.581999999999994,38.19399999999999,tadukopetatuwkī,2007_Ekonda_Udygir_Viktor_FSham-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2590.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2590.log,bokokɛtatuː
2591,2591,2591,21.444000000000017,25.262999999999977,tadukpərgēwsalēsaldā,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2591.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2591.log,dadopobeːseːleːsɔlda
2592,2592,2592,25.262999999999977,28.267999999999965,tariŋitinmūdūēkunnunməlmōrsaldɨďərən,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2592.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2592.log,aɲeteuːkuːekoamaostatidʒa
2593,2593,2593,28.267999999999965,29.466000000000008,kuhīkōtčərən,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2593.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2593.log,-
2594,2594,2594,31.17099999999999,34.25400000000002,tugdōkuhīkōśimnīnbuśo,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2594.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2594.log,takoiksemdimuːʃ
2595,2595,2595,36.283000000000015,37.57299999999998,gilhamānaśir,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2595.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2595.log,-
2596,2596,2596,37.57299999999998,40.16199999999998,tadukpərtarďərəwńəəmonmuso,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2596.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2596.log,adʒ
2597,2597,2597,29.48,31.955,hiγimnuŋanmanəmə̄nim,2007_Mutoray_Dmitriev_LO1-1-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-1-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2597.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2597.log,amaː
2598,2598,2598,34.375,39.79,təγəmīlābīgund'əmtəγəmījəgənnə̄d'əmulləwə,2007_Mutoray_Dmitriev_LO1-1-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-1-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2598.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2598.log,miaibunemtemibaaːlimu
2599,2599,2599,25.06,29.425,bińāntuksasinimz'imowjotki,2007_Mutoray_Dmitriev_LO1-0-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-0-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2599.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2599.log,biinjaːtu5ssŋziːmjo
2600,2600,2600,33.345,34.709999999999994,tozəfkawagami,2007_Mutoray_Dmitriev_LO1-0-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-0-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2600.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2600.log,toːzokaaɡami
2601,2601,2601,35.75,41.625,iŋinakirminnunsururəjolk’i,2007_Mutoray_Dmitriev_LO1-0-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-0-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2601.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2601.log,niːmatelisoa
2602,2602,2602,23.0,30.22,ap'aťgoγod'orojolk’iap'aťərtikimuttikiēwawalasad'ara,2007_Mutoray_Dmitriev_LO2-1-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO2-1-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2602.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2602.log,apeaːamodaolikaːpetetimmutkidemolaseje
2603,2603,2603,34.30000000000001,39.24000000000001,patombl'iskaasarajolk'i,2007_Mutoray_Dmitriev_LO2-1-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO2-1-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2603.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2603.log,podomuliskaasavoki
2604,2604,2604,39.34,46.28,aaťetskarab'inmagaranjolkimōtīńānmōtīwəpəktirə̄nən,2007_Mutoray_Dmitriev_LO2-1-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO2-1-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2604.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2604.log,aatʃeeskarlbinipiɡalnekiumotiɲamotevooteron
2605,2605,2605,27.111999999999995,28.594,tarəjəsəkarawu,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2605.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2605.log,baðeːθiklam
2606,2606,2606,28.722,30.91,mə̄ninsururənədɨlāwi,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2606.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2606.log,maːnentʃuːllənotdiːbaːbi
2607,2607,2607,30.91,33.06,ďūjahawalďapkīl,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2607.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2607.log,juːjaqawantati
2608,2608,2608,33.355000000000004,35.455,hawalləətərədə̄,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2608.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2608.log,hawallatalda
2609,2609,2609,36.512,38.628,čajtɨnāγātmātaldulā,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2609.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2609.log,kaɪdenavatmatandula
2610,2610,2610,38.628,40.685,kuŋakanməjəsəičətčəp,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2610.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2610.log,umaanmasteiteti
2611,2611,2611,24.683,25.425000000000008,čup,2007_Mutoray_Yastrikova_FSk2-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2611.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2611.log,k
2612,2612,2612,25.425000000000008,27.305999999999987,opetəjə̄rən,2007_Mutoray_Yastrikova_FSk2-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2612.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2612.log,ɔfeːoːjiːrən
2613,2613,2613,28.857000000000035,39.971,wottuγəmə̄rwərspasaspasionspaslismužiksžənoj,2007_Mutoray_Yastrikova_FSk2-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2613.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2613.log,vɔtoːɡemarvoːspɔsaɪtpasiːalmosaspaaaspvaspllimudiːseːisenoː
2614,2614,2614,39.971,42.54899999999998,ojmanawrannimŋakān,2007_Mutoray_Yastrikova_FSk2-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2614.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2614.log,oːjmannaːdanamaka
2615,2615,2615,22.489000000000004,24.795,ďawdūwaruγrada,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2615.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2615.log,dʒapduːarpuːzndə
2616,2616,2616,26.373000000000005,26.952,sururə,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2616.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2616.log,-
2617,2617,2617,26.959000000000003,30.771,kakrasdolbosururə,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2617.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2617.log,kakaratamolboa
2618,2618,2618,31.139,32.94199999999999,aśītarikōďəďən,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2618.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2618.log,asiːtadaikoaɲi
2619,2619,2619,33.238,39.01600000000001,ləŋərə̄ldūhańanmučāwpisədəkə̄nhərgīkōčə̄n,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2619.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2619.log,əbalədoaenmoːtepriːsedokonhardik
2620,2620,2620,23.62700000000001,28.649,usolokīŋənərəŋənərəiulōkkirə,2007_Mutoray_Yastrikova_FSk5-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2620.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2620.log,usalakissənnmənənaiikuːmɔtiːrə
2621,2621,2621,28.69900000000001,30.52799999999999,əjə̄kīəjə̄stə,2007_Mutoray_Yastrikova_FSk5-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2621.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2621.log,jaːkiːɯjɑst
2622,2622,2622,32.578,36.559,mučurədə̄əjə̄śinimnədə̄oj,2007_Mutoray_Yastrikova_FSk5-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2622.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2622.log,mutʃuɾadeojaseɲimnetos
2623,2623,2623,40.00700000000001,45.71000000000001,taduktarələŋərə̄lsokorronuŋarwatɨn,2007_Mutoray_Yastrikova_FSk5-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2623.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2623.log,taduktadaɪdəɡməɾəmsapoənɔwanawate
2624,2624,2624,22.071,28.571,adnaždɨumnōətɨrkōmumnōətɨrkōmaŋiranbakaranabdunma,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2624.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2624.log,ananaatelkɔrumnalterkomaɲerənbakaɾanqatonuma
2625,2625,2625,29.245999999999995,30.80500000000001,abdunmabakaran,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2625.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2625.log,amtmabakaran
2626,2626,2626,30.80500000000001,32.363,əmərənigunən,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2626.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2626.log,amaaniːkuːnən
2627,2627,2627,32.688,37.166,suruwōtsuruwōtaŋəabdundulā,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2627.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2627.log,forowasoloatanabdundola
2628,2628,2628,37.877,39.6,suruwōtabdundulā,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2628.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2628.log,furwatauduːa
2629,2629,2629,39.67700000000001,43.422,rasačinńiulləńiolloačin,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2629.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2629.log,masəatinikuləniovaːti
2630,2630,2630,37.029,38.91,ətɨrkōmgunəpkī,2007_Strelka_Andreeva_LR1-2-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2630.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2630.log,eterkanbuːɲtiː
2631,2631,2631,39.328,42.56700000000001,tuγətuγəďətuγətuγəokallu,2007_Strelka_Andreeva_LR1-2-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2631.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2631.log,tjeujetjentjetuːjeokallo
2632,2632,2632,22.56800000000001,25.488000000000003,tuγətuγətālāmōlwənōkəllutālā,2007_Strelka_Andreeva_LR1-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2632.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2632.log,etuetalamoənaklotala
2633,2633,2633,25.488000000000003,33.06800000000001,amŋawanaŋakəlluštobnuŋanjūldōntarčaŋitjūldōnabdundukki,2007_Strelka_Andreeva_LR1-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2633.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2633.log,amnavanamakalotonoonəhuːdonatɛɲidijuːdonatodoki
2634,2634,2634,33.363,34.65899999999999,bikəčo,2007_Strelka_Andreeva_LR1-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2634.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2634.log,mikato
2635,2635,2635,35.0,40.18100000000001,žərďiaŋəžerďilwətarmōlwənōttəgďəuńewoamŋan,2007_Strelka_Andreeva_LR1-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2635.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2635.log,ʒevdʒenʒevdedʊlatarmoːvamapadeːɲeamman
2636,2636,2636,21.401999999999987,22.11600000000001,bigunəlim,2007_Strelka_Andreeva_LR1-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2636.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2636.log,biːi
2637,2637,2637,22.11600000000001,24.090000000000003,wertolotdəgďərən,2007_Strelka_Andreeva_LR1-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2637.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2637.log,ertanodadero
2638,2638,2638,24.542,25.93700000000001,aətɨrkōmgunďən,2007_Strelka_Andreeva_LR1-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2638.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2638.log,kekwamɡoe
2639,2639,2639,25.93700000000001,27.264999999999983,əčəwertolotbirə,2007_Strelka_Andreeva_LR1-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2639.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2639.log,nodʒevetabira
2640,2640,2640,27.268,30.36699999999999,tarəčaŋitjūllənabdundukki,2007_Strelka_Andreeva_LR1-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2640.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2640.log,danedʒaɲedjuːləabbundoki
2641,2641,2641,30.92400000000001,39.68299999999999,patomnuŋanminəkakaŋitpilapojnannathatatpikakminəaŋirən,2007_Strelka_Andreeva_LR1-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2641.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2641.log,vatomnomanminəkakraɲebiːlaoːnammatxatatrikakenaŋirəm
2642,2642,2642,40.06100000000001,43.738,aŋiwəmōwətarəbiminənōdārən,2007_Strelka_Andreeva_LR1-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2642.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2642.log,aŋivemobataraɪminminɔnɔda
2643,2643,2643,23.04499999999999,25.82300000000001,pəktɨrūŋnəmtozowkatpisurudōn,2007_Strelka_Andreeva_LR3-1-3.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR3-1-3.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2643.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2643.log,oteonamstozotebiːforodan
2644,2644,2644,26.17699999999999,27.803,əpkīńəsurullə,2007_Strelka_Andreeva_LR3-1-3.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR3-1-3.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2644.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2644.log,okiːɲesuːnua
2645,2645,2645,28.29499999999999,33.179,ororwiaŋillaiillaororwisamńīnduk,2007_Strelka_Andreeva_LR3-1-3.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR3-1-3.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2645.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2645.log,oroveaɲenlaiiinlaororvesamɡindoɡolen
2646,2646,2646,33.268,34.36699999999999,tariləgunilim,2007_Strelka_Andreeva_LR3-1-3.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR3-1-3.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2646.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2646.log,-
2647,2647,2647,34.36699999999999,36.345,ojəktɨnhuktɨllətolko,2007_Strelka_Andreeva_LR3-1-3.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR3-1-3.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2647.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2647.log,totenoiatoka
2648,2648,2648,36.67699999999999,40.184,əktɨnəktɨnhuktɨlləatonuŋannuŋarwatɨnasasčan,2007_Strelka_Andreeva_LR3-1-3.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR3-1-3.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2648.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2648.log,etenotentenulatnmannuarvatenqasastem
2649,2649,2649,40.62100000000001,44.33500000000001,orortožəsāpkīlnuŋanman,2007_Strelka_Andreeva_LR3-1-3.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR3-1-3.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2649.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2649.log,ɔrortonasatianma
2650,2650,2650,24.90700000000001,29.16900000000001,tožəonməlmədəpkīlmēγarďiwər,2007_Strelka_Andreeva_LR3-2-3.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR3-2-3.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2650.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2650.log,toreamadmodətiːvoneːaddia
